publication,volcano,eruption,data_doi,chemistry,bulk_sio2,bulk_na2o_k2o,glass_sio2,glass_na2o_k2o,chemistry_doi,rock_experiment_type,subaerial_submarine,eff_exp,sample_no,bulk_porosity,connected_porosity,connectivity,permeability_k1,permeability_k2,vesicle_number_density,s_polydispersivity,total_crystallinity,phenocrystallinity,microcrystallinity,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-87,48.76,42.08,0.863,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-32,48.29,43.34,0.897,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-73,47.70,40.14,0.841,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-56,47.47,39.29,0.828,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-38,46.64,38.66,0.829,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-13,45.94,38.03,0.828,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-92,45.65,38.56,0.845,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-24,45.34,35.75,0.788,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-74,45.31,36.92,0.815,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-3,39.60,32.31,0.816,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-17,39.35,34.46,0.876,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-75,39.24,31.09,0.792,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-84,37.17,31.10,0.837,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-23,36.49,29.87,0.818,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-39,36.19,30.25,0.836,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-80,32.88,27.40,0.833,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-10,32.69,28.42,0.869,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-49,31.40,25.71,0.819,,,5.92E+14,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Foidite,,,,,,Scoria,Subaerial,Explosive,L6-98,30.45,31.07,1.020,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-2,63.15,47.20,0.747,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-99,63.07,55.45,0.879,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-13,62.76,48.34,0.770,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-28,62.17,46.44,0.747,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-3,61.00,53.10,0.871,,,2.66E+14,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-51,58.26,39.88,0.685,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-77,57.77,40.08,0.694,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-96,57.54,45.73,0.795,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-54,56.76,34.29,0.604,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-79,56.68,37.31,0.658,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-19,56.50,45.50,0.805,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-1,56.40,45.39,0.805,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-17,56.06,46.06,0.821,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-67,55.22,44.81,0.811,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-10,55.19,43.40,0.786,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-91,55.14,35.79,0.649,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-100,54.65,44.16,0.808,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-34,54.56,40.65,0.745,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-53,54.02,43.76,0.810,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-26,53.83,41.37,0.768,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-64,53.34,42.28,0.793,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-18,52.95,34.57,0.653,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-98,52.52,43.87,0.835,,,3.48E+14,,45.70,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-92,52.53,41.86,0.797,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-74,52.48,43.11,0.821,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-58,52.18,43.93,0.842,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-81,51.99,41.91,0.806,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-38,51.67,38.18,0.739,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-90,51.07,38.57,0.755,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-15,51.07,40.54,0.794,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-86,50.87,39.09,0.768,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-45,50.85,38.41,0.755,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-55,50.85,39.88,0.784,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-49,50.81,45.04,0.886,,,1.77E+14,,43.90,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-73,50.72,41.91,0.826,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-47,50.61,43.18,0.853,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-52,50.45,41.48,0.822,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-70,50.40,38.36,0.761,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-43,50.25,40.44,0.805,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-30,50.19,37.44,0.746,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-9,49.40,41.98,0.850,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-23,49.25,42.38,0.861,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-46,48.77,38.19,0.783,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-35,48.16,39.01,0.810,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-32,48.07,38.96,0.810,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-27,47.99,38.85,0.810,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-29,47.75,40.02,0.838,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-68,47.72,41.73,0.874,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-20,46.88,38.75,0.827,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-72,46.77,36.17,0.773,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-33,46.73,39.54,0.846,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-66,46.71,39.42,0.844,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-71,46.36,41.09,0.886,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-76,46.32,38.61,0.834,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-61,46.19,39.67,0.859,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-14,45.45,38.10,0.838,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-87,45.25,36.45,0.805,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-16,45.20,39.29,0.869,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-59,45.11,38.93,0.863,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-82,44.63,39.22,0.879,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-36,43.80,37.64,0.859,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-4,43.74,35.16,0.804,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-75,43.09,37.60,0.872,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-97,42.34,34.45,0.814,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-63,41.49,37.09,0.894,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-50,40.71,35.55,0.873,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-83,40.56,30.51,0.752,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-78,40.43,32.59,0.806,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-21,40.06,33.57,0.838,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-8,40.06,30.77,0.768,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-37,39.66,33.68,0.849,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-22,38.71,33.56,0.867,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-7,36.55,30.28,0.828,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-12,36.45,30.16,0.827,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-25,36.41,29.27,0.804,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-11,36.24,33.13,0.914,,,1.36E+14,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-89,34.49,29.02,0.841,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-85,33.90,27.72,0.818,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-56,33.86,28.36,0.838,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-65,33.08,22.22,0.672,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-57,32.68,28.77,0.880,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-80,32.65,27.82,0.852,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-24,28.79,24.71,0.858,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-94,24.05,18.18,0.756,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-5,23.76,20.49,0.862,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Tephri-phonolite,,,,,,Scoria,Subaerial,Explosive,L7-93,23.10,18.90,0.818,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-90,63.16,48.80,0.773,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-36,62.68,32.89,0.525,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-33,62.25,52.13,0.837,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-27,62.08,48.26,0.777,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-78,60.73,50.32,0.829,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-85,60.31,44.50,0.738,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-16,59.92,50.79,0.848,,,2.48E+14,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-30,59.91,50.10,0.836,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-91,58.87,51.51,0.875,,,,,,,,
"Vona et al., 2020",Somma-Vesuvius,472 AD Pollena Subplinian eruption ,https://doi.org/10.1016/j.lithos.2020.105658,Phono-tephrite,,,,,,Scoria,Subaerial,Explosive,L8B-61,58.82,49.46,0.841,,,,,,,,
